Log-Kategorie,Ordner,Dateiname,Datum,Zeit,Severity,Type/Source,Description
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.267,error,transferring file from 'D:\UnrealProjects\GH_UNREAL_COAT_202412091003\HOUS_COAT\Saved\Logs\192.168.210.2_preview-backup-2025.07.30-20.16.25.log' to '<bundling>D:\UnrealProjects\GH_UNREAL_COAT_202412091003\HOUS_COAT\Saved\Logs\192.168.210.2_preview-backup-2025.07.30-20.16.25.log' failed: copying failed (LocalHost: error reading src file),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.271,error,transferring file from 'D:\UnrealProjects\GH_UNREAL_COAT_202412091003\HOUS_COAT\Saved\Logs\192.168.210.2_preview-backup-2025.07.30-20.23.25.log' to '<bundling>D:\UnrealProjects\GH_UNREAL_COAT_202412091003\HOUS_COAT\Saved\Logs\192.168.210.2_preview-backup-2025.07.30-20.23.25.log' failed: copying failed (LocalHost: error reading src file),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Circular_0.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Circular_0.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Circular_1.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Circular_1.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Circular_3.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Circular_3.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Circular_2.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Circular_2.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Circular_4.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Circular_4.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Cylindrical_0.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Cylindrical_0.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Cylindrical_1.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Cylindrical_1.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Cylindrical_2.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Cylindrical_2.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Cylindrical_3.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Cylindrical_3.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Cylindrical_4.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Cylindrical_4.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Standard_0.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Standard_0.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Standard_1.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Standard_1.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Standard_2.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Standard_2.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Standard_3.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Standard_3.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\C%3A\Users\AVStumpfl\Desktop\HAS\Gentilhomme_Pixera_Project\C%3A\Users\Pixera\AV Stumpfl GmbH\AV Stumpfl GmbH Team Site - PIXERA_Global\Projects-Support-Key Account\Ford AV (Houston Airport)\ProjectAndMediaFiles\Pixera\GentilhommeDrive\UnrealCollab\HOU\ELEMENTS\HOUS_AirportModel_v002_EGV\fbx\HOUS_AirportModel_v002_EGV_OculusScreenSlice00.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\C%3A\Users\AVStumpfl\Desktop\HAS\Gentilhomme_Pixera_Project\C%3A\Users\Pixera\AV Stumpfl GmbH\AV Stumpfl GmbH Team Site - PIXERA_Global\Projects-Support-Key Account\Ford AV (Houston Airport)\ProjectAndMediaFiles\Pixera\GentilhommeDrive\UnrealCollab\HOU\ELEMENTS\HOUS_AirportModel_v002_EGV\fbx\HOUS_AirportModel_v002_EGV_OculusScreenSlice00.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Standard_4.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Standard_4.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\C%3A\Users\AVStumpfl\Desktop\HAS\Gentilhomme_Pixera_Project\C%3A\Users\Pixera\AV Stumpfl GmbH\AV Stumpfl GmbH Team Site - PIXERA_Global\Projects-Support-Key Account\Ford AV (Houston Airport)\ProjectAndMediaFiles\Pixera\GentilhommeDrive\UnrealCollab\HOU\ELEMENTS\HOUS_AirportModel_v002_EGV\fbx\HOUS_AirportModel_v002_EGV_OculusScreenSlice01.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\C%3A\Users\AVStumpfl\Desktop\HAS\Gentilhomme_Pixera_Project\C%3A\Users\Pixera\AV Stumpfl GmbH\AV Stumpfl GmbH Team Site - PIXERA_Global\Projects-Support-Key Account\Ford AV (Houston Airport)\ProjectAndMediaFiles\Pixera\GentilhommeDrive\UnrealCollab\HOU\ELEMENTS\HOUS_AirportModel_v002_EGV\fbx\HOUS_AirportModel_v002_EGV_OculusScreenSlice01.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\C%3A\Users\AVStumpfl\Desktop\HAS\Gentilhomme_Pixera_Project\C%3A\Users\Pixera\AV Stumpfl GmbH\AV Stumpfl GmbH Team Site - PIXERA_Global\Projects-Support-Key Account\Ford AV (Houston Airport)\ProjectAndMediaFiles\Pixera\GentilhommeDrive\UnrealCollab\HOU\ELEMENTS\HOUS_AirportModel_v002_EGV\fbx\HOUS_AirportModel_v002_EGV_OculusScreenSlice03.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\C%3A\Users\AVStumpfl\Desktop\HAS\Gentilhomme_Pixera_Project\C%3A\Users\Pixera\AV Stumpfl GmbH\AV Stumpfl GmbH Team Site - PIXERA_Global\Projects-Support-Key Account\Ford AV (Houston Airport)\ProjectAndMediaFiles\Pixera\GentilhommeDrive\UnrealCollab\HOU\ELEMENTS\HOUS_AirportModel_v002_EGV\fbx\HOUS_AirportModel_v002_EGV_OculusScreenSlice03.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\C%3A\Users\AVStumpfl\Desktop\HAS\Gentilhomme_Pixera_Project\C%3A\Users\Pixera\AV Stumpfl GmbH\AV Stumpfl GmbH Team Site - PIXERA_Global\Projects-Support-Key Account\Ford AV (Houston Airport)\ProjectAndMediaFiles\Pixera\GentilhommeDrive\UnrealCollab\HOU\ELEMENTS\HOUS_AirportModel_v002_EGV\fbx\HOUS_AirportModel_v002_EGV_OculusScreenSlice04.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\C%3A\Users\AVStumpfl\Desktop\HAS\Gentilhomme_Pixera_Project\C%3A\Users\Pixera\AV Stumpfl GmbH\AV Stumpfl GmbH Team Site - PIXERA_Global\Projects-Support-Key Account\Ford AV (Houston Airport)\ProjectAndMediaFiles\Pixera\GentilhommeDrive\UnrealCollab\HOU\ELEMENTS\HOUS_AirportModel_v002_EGV\fbx\HOUS_AirportModel_v002_EGV_OculusScreenSlice04.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:29:51.278,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\C%3A\Users\AVStumpfl\Desktop\HAS\Gentilhomme_Pixera_Project\C%3A\Users\Pixera\AV Stumpfl GmbH\AV Stumpfl GmbH Team Site - PIXERA_Global\Projects-Support-Key Account\Ford AV (Houston Airport)\ProjectAndMediaFiles\Pixera\GentilhommeDrive\UnrealCollab\HOU\ELEMENTS\HOUS_AirportModel_v002_EGV\fbx\HOUS_AirportModel_v002_EGV_OculusScreenSlice05.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\C%3A\Users\AVStumpfl\Desktop\HAS\Gentilhomme_Pixera_Project\C%3A\Users\Pixera\AV Stumpfl GmbH\AV Stumpfl GmbH Team Site - PIXERA_Global\Projects-Support-Key Account\Ford AV (Houston Airport)\ProjectAndMediaFiles\Pixera\GentilhommeDrive\UnrealCollab\HOU\ELEMENTS\HOUS_AirportModel_v002_EGV\fbx\HOUS_AirportModel_v002_EGV_OculusScreenSlice05.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:30:15.140,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Circular_5.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Circular_5.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:30:15.140,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Cylindrical_5.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Cylindrical_5.fbx' failed: file not found (localhost),
rx_logs,,utility-27110-3.log,Wed 30.Jul. ,15:30:15.140,error,transferring file from 'C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Standard_5.fbx' to '<bundling>C:\Users\AVStumpfl\Desktop\SMI\2025-05-07\C%3A\Users\Jose Veliz\Documents\smart-monkeys\Hous_PixeraSetup_SMIControls_v4\Hous_PixeraSetup_SMIControls_v4\D%3A\PX4Projects\HAS\Gentilhomme_Pixera_Project\HOUS_PixeraSetup_SMIControls_v3\D%3A\PX4Projects\HAS\2024-05-29OculusScreens\HOUS_NDisplay_v001_FD_Standard_5.fbx' failed: file not found (localhost),
