Logfilename,Datum,Zeit,Severity,Type/Source,Description
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 29.Sep. ,10:55:07.408,error,loading '<?>D:\GH_Integration_v1\WALL_B\HOUS_WALL_B_master-coloV2_DP2_5760x1416_250919_1.mov' failed: opening file 'D:\GH_Integration_v1\WALL_B\HOUS_WALL_B_master-coloV2_DP2_5760x1416_250919_1.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 29.Sep. ,12:31:12.940,error,loading '<?>\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed: opening file '\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 29.Sep. ,12:34:13.463,error,2x similar to 'loading '<?>\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed: opening file '\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 29.Sep. ,13:11:33.404,error,497x similar to 'loading '<?>\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed: opening file '\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 29.Sep. ,13:12:33.941,error,1747x similar to 'loading '<?>\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed: opening file '\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 29.Sep. ,13:13:34.481,error,1742x similar to 'loading '<?>\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed: opening file '\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 29.Sep. ,13:14:35.019,error,1737x similar to 'loading '<?>\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed: opening file '\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 29.Sep. ,13:15:35.556,error,1196x similar to 'loading '<?>\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed: opening file '\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 29.Sep. ,14:30:15.450,error,3x similar to 'loading '<?>\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed: opening file '\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\LHUB\01_MASTER\GH_DP3_LHUB_5476x1416_202509221105.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 29.Sep. ,17:12:39.144,error,loading '<?>D:\GH_Integration_v1\FOLI\202509291403\GH_DP3_FOLI_5476x1416_202509291403.mov' failed: opening file 'D:\GH_Integration_v1\FOLI\202509291403\GH_DP3_FOLI_5476x1416_202509291403.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 30.Sep. ,14:33:46.547,error,loading '<?>D:\GH_Integration_v1\TOWN\v306\202509301306\GH_DP3_TOWN_5476x1416_202509301306.mov' failed: opening file 'D:\GH_Integration_v1\TOWN\v306\202509301306\GH_DP3_TOWN_5476x1416_202509301306.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 30.Sep. ,14:34:07.278,error,18x similar to 'loading '<?>D:\GH_Integration_v1\TOWN\v306\202509301306\GH_DP3_TOWN_5476x1416_202509301306.mov' failed: opening file 'D:\GH_Integration_v1\TOWN\v306\202509301306\GH_DP3_TOWN_5476x1416_202509301306.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 30.Sep. ,14:36:11.477,error,loading '<?>D:\GH_Integration_v1\SPAC\202509301202\GH_DP3_SPAC_5760x1416_202509301202.mov' failed: opening 'D:/RX-Cache/D%3A\GH_Integration_v1\SPAC\202509301202\GH_DP3_SPAC_5760x1416_202509301202.mov' failed: Invalid data found when processing input,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 30.Sep. ,15:20:52.578,error,loading 'D:\GH_Integration_v1\CLOK\CC\DP3\GH_DP3_CLOK_5476x1416_202501241202_00358.png' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 30.Sep. ,15:20:52.578,error,loading 'D:\GH_Integration_v1\CLOK\CC\DP3\GH_DP3_CLOK_5476x1416_202501241202_00360.png' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 30.Sep. ,15:20:52.578,error,loading 'D:\GH_Integration_v1\CLOK\CC\DP3\GH_DP3_CLOK_5476x1416_202501241202_00359.png' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 30.Sep. ,15:22:30.126,error,154x similar to 'loading 'D:\GH_Integration_v1\CLOK\CC\DP3\GH_DP3_CLOK_5476x1416_202501241202_00562.png' failed',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 01.Oct. ,02:03:53.390,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_63622_22.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 01.Oct. ,02:03:53.393,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_63628_29.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 01.Oct. ,02:03:53.400,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_63634_36.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 01.Oct. ,10:16:25.765,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_0_16.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 01.Oct. ,12:13:28.469,error,transferring file from 'SHM/warp_0_16.pfm' to 'srv://192.168.210.10/SHM/warp_0_16.pfm' failed: copying failed (Receiver: received error signal),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 01.Oct. ,12:17:52.256,error,loading '<?>D:\GH_Integration_v1\WALL_B\full_wrap_YO\GH_DP3_WALL_5476x1416_202510011022_00_00_00_01.jpg' failed: opening file 'D:\GH_Integration_v1\WALL_B\full_wrap_YO\GH_DP3_WALL_5476x1416_202510011022_00_00_00_01.jpg' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 01.Oct. ,14:40:53.354,error,loading '<?>D:\GH_Integration_v1\SKIE_A\202510011312\GH_DP3_SKIE-A_5476x1416_202510011312.mov' failed: opening file 'D:\GH_Integration_v1\SKIE_A\202510011312\GH_DP3_SKIE-A_5476x1416_202510011312.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Thu 02.Oct. ,13:58:06.098,error,loading '<?>D:\GH_Integration_v1\CLOK\NOTCH\GH_DP3_CLOK_IN_5476x1416_202510012001.mov' failed: opening file 'D:\GH_Integration_v1\CLOK\NOTCH\GH_DP3_CLOK_IN_5476x1416_202510012001.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Thu 02.Oct. ,13:58:08.963,error,loading '<?>D:\GH_Integration_v1\CLOK\NOTCH\GH_DP3_CLOK_LOOP_5476x1416_202510012001.mov' failed: opening file 'D:\GH_Integration_v1\CLOK\NOTCH\GH_DP3_CLOK_LOOP_5476x1416_202510012001.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 03.Oct. ,07:42:57.064,error,loading '<?>\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\WALL_B\01_MASTER\Prores_v21\GH_DP3_WALL_5476x1416_202509251321.mov' failed: opening file '\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\WALL_B\01_MASTER\Prores_v21\GH_DP3_WALL_5476x1416_202509251321.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 03.Oct. ,07:43:36.952,error,17x similar to 'loading '<?>\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\WALL_B\01_MASTER\Prores_v21\GH_DP3_WALL_5476x1416_202509251321.mov' failed: opening file '\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\WALL_B\01_MASTER\Prores_v21\GH_DP3_WALL_5476x1416_202509251321.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 03.Oct. ,12:18:00.789,error,transferring file from 'SHM/warp_59816_22.pfm' to 'srv://192.168.210.2/SHM/warp_59816_22.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 03.Oct. ,12:18:01.617,error,transferring file from 'SHM/warp_59822_29.pfm' to 'srv://192.168.210.2/SHM/warp_59822_29.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 03.Oct. ,12:18:02.251,error,transferring file from 'SHM/warp_59834_36.pfm' to 'srv://192.168.210.2/SHM/warp_59834_36.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 03.Oct. ,15:59:03.424,error,transferring file from 'SHM/warp_84385_45.pfm' to 'srv://192.168.210.2/SHM/warp_84385_45.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 03.Oct. ,15:59:04.789,error,transferring file from 'SHM/warp_84401_59.pfm' to 'srv://192.168.210.2/SHM/warp_84401_59.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 03.Oct. ,18:21:20.348,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_119715_73.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 03.Oct. ,18:21:20.352,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_119721_80.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 03.Oct. ,18:21:20.360,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_119733_87.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 03.Oct. ,23:01:03.236,error,loading '<?>D:\GH_Integration_Delivery\GEOM\GH_DP3_GEOM_IN_5476x1416_202503101007.mov' failed: opening file 'D:\GH_Integration_Delivery\GEOM\GH_DP3_GEOM_IN_5476x1416_202503101007.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 03.Oct. ,23:01:10.568,error,loading '<?>D:\GH_Integration_Delivery\GEOM\GH_DP3_GEOM_OUT_5476x1416_202503101007.mov' failed: opening file 'D:\GH_Integration_Delivery\GEOM\GH_DP3_GEOM_OUT_5476x1416_202503101007.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 03.Oct. ,23:01:10.568,error,loading '<?>D:\GH_Integration_Delivery\GEOM\GH_DP3_GEOM_LOOP_5476x1416_202503101007.mov' failed: opening file 'D:\GH_Integration_Delivery\GEOM\GH_DP3_GEOM_LOOP_5476x1416_202503101007.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 03.Oct. ,23:03:48.662,error,2x similar to 'loading '<?>D:\GH_Integration_Delivery\GEOM\GH_DP3_GEOM_IN_5476x1416_202503101007.mov' failed: opening file 'D:\GH_Integration_Delivery\GEOM\GH_DP3_GEOM_IN_5476x1416_202503101007.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 04.Oct. ,08:42:28.987,error,transferring file from 'SHM/warp_0_2.pfm' to 'srv://192.168.210.10/SHM/warp_0_2.pfm' failed: file not found (192.168.210.10:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 04.Oct. ,08:42:29.988,error,transferring file from 'SHM/warp_0_9.pfm' to 'srv://192.168.210.10/SHM/warp_0_9.pfm' failed: file not found (192.168.210.10:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 04.Oct. ,15:43:50.139,error,transferring file from 'SHM/warp_61022_15.pfm' to 'srv://192.168.210.2/SHM/warp_61022_15.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 04.Oct. ,15:43:52.305,error,transferring file from 'SHM/warp_61054_29.pfm' to 'srv://192.168.210.2/SHM/warp_61054_29.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 06.Oct. ,18:21:18.128,error,loading '<?>D:\GH_Integration_Delivery\CLOK\GH_DP3_CLOK_OUT_5476x1416_202506101353.mov' failed: opening file 'D:\GH_Integration_Delivery\CLOK\GH_DP3_CLOK_OUT_5476x1416_202506101353.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 06.Oct. ,19:31:05.739,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_58707_22.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 06.Oct. ,19:33:45.870,error,transferring file from 'SHM/warp_80013_29.pfm' to 'srv://192.168.210.2/SHM/warp_80013_29.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 06.Oct. ,19:36:17.169,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_103289_49.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 06.Oct. ,19:36:17.172,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_103295_55.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 06.Oct. ,19:39:16.076,warning,"104x similar to 'invalid projection matrix (LRTB: -nan(ind), -nan(ind), -nan(ind), -nan(ind) / Z-NF: 0.1, 5e+15)'",
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 06.Oct. ,19:39:16.076,warning,"104x similar to 'invalid projection matrix (LRTB: -nan(ind), -nan(ind), -nan(ind), -nan(ind) / Z-NF: 10, 5e+17)'",
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 06.Oct. ,19:41:06.138,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_59112_15.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 06.Oct. ,19:41:06.141,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_59118_21.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 07.Oct. ,10:58:49.414,error,transferring file from 'SHM/warp_61728_9.pfm' to 'srv://192.168.210.10/SHM/warp_61728_9.pfm' failed: file not found (192.168.210.10:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 07.Oct. ,11:32:07.279,warning,25x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 07.Oct. ,11:33:07.678,warning,24x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 07.Oct. ,11:34:08.107,warning,22x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 07.Oct. ,11:38:14.738,warning,6x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 07.Oct. ,13:44:46.939,warning,14x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 07.Oct. ,13:49:57.120,warning,4x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 08.Oct. ,11:08:12.031,error,loading '<?>D:\GH_Integration_Delivery\TERA\GH_DP3_TERA_IN_5476x1416_202506101734.mov' failed: opening file 'D:\GH_Integration_Delivery\TERA\GH_DP3_TERA_IN_5476x1416_202506101734.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 08.Oct. ,11:44:28.033,error,loading '<?>D:\GH_Integration_Delivery\CLOK\GH_DP3_CLOK_LOOP_5476x1416_202506101354.mov' failed: opening file 'D:\GH_Integration_Delivery\CLOK\GH_DP3_CLOK_LOOP_5476x1416_202506101354.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 08.Oct. ,14:04:38.908,warning,26x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Thu 09.Oct. ,10:40:46.066,error,transferring file from 'SHM/warp_109860_45.pfm' to 'srv://192.168.210.2/SHM/warp_109860_45.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Thu 09.Oct. ,10:40:47.099,error,transferring file from 'SHM/warp_109863_51.pfm' to 'srv://192.168.210.2/SHM/warp_109863_51.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Thu 09.Oct. ,10:58:53.751,error,transferring file from 'SHM/warp_48840_21.pfm' to 'srv://192.168.210.2/SHM/warp_48840_21.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Thu 09.Oct. ,18:56:43.917,error,transferring file from 'SHM/warp_29342_59.pfm' to 'srv://192.168.210.2/SHM/warp_29342_59.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Thu 09.Oct. ,18:56:47.415,warning,21x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 10.Oct. ,14:33:43.224,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_27000_75.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 10.Oct. ,14:33:43.228,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_27001_77.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,02:42:35.199,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_23162_34.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,08:59:57.288,error,transferring file from 'SHM/warp_22885_41.pfm' to 'srv://192.168.210.2/SHM/warp_22885_41.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,08:59:57.288,error,transferring file from 'SHM/warp_22955_47.pfm' to 'srv://192.168.210.2/SHM/warp_22955_47.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,08:59:57.389,error,transferring file from 'SHM/warp_23069_55.pfm' to 'srv://192.168.210.2/SHM/warp_23069_55.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,08:59:57.778,error,transferring file from 'SHM/warp_23075_61.pfm' to 'srv://192.168.210.2/SHM/warp_23075_61.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,08:59:58.336,error,transferring file from 'SHM/warp_23094_73.pfm' to 'srv://192.168.210.2/SHM/warp_23094_73.pfm' failed: copying failed (finalizing: partial write),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,08:59:58.378,warning,automatically reloaded texture 'D:/RX-Cache/content/srv%3A%2F%2F192.168.210.2/SHM/warp_23094_73.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,09:01:03.687,error,transferring file from 'SHM/warp_23733_110.pfm' to 'srv://192.168.210.2/SHM/warp_23733_110.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,09:01:03.687,error,transferring file from 'SHM/warp_23738_115.pfm' to 'srv://192.168.210.2/SHM/warp_23738_115.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,09:02:14.706,error,transferring file from 'SHM/warp_27495_172.pfm' to 'srv://192.168.210.2/SHM/warp_27495_172.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,09:02:14.706,error,transferring file from 'SHM/warp_27499_176.pfm' to 'srv://192.168.210.2/SHM/warp_27499_176.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,09:03:48.246,error,transferring file from 'SHM/warp_24285_89.pfm' to 'srv://192.168.210.2/SHM/warp_24285_89.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,09:03:48.246,error,transferring file from 'SHM/warp_24291_95.pfm' to 'srv://192.168.210.2/SHM/warp_24291_95.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,09:10:25.127,error,transferring file from 'SHM/warp_27727_161.pfm' to 'srv://192.168.210.2/SHM/warp_27727_161.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,09:10:25.127,error,transferring file from 'SHM/warp_27728_163.pfm' to 'srv://192.168.210.2/SHM/warp_27728_163.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,09:21:45.293,error,transferring file from 'SHM/warp_32373_307.pfm' to 'srv://192.168.210.2/SHM/warp_32373_307.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,09:21:45.296,error,transferring file from 'SHM/warp_32375_309.pfm' to 'srv://192.168.210.2/SHM/warp_32375_309.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,09:24:03.394,error,transferring file from 'SHM/warp_32544_337.pfm' to 'srv://192.168.210.2/SHM/warp_32544_337.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,09:24:03.395,error,transferring file from 'SHM/warp_32545_343.pfm' to 'srv://192.168.210.2/SHM/warp_32545_343.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,09:24:33.666,error,transferring file from 'SHM/warp_33285_373.pfm' to 'srv://192.168.210.2/SHM/warp_33285_373.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,22:13:51.713,error,transferring file from 'SHM/warp_23925_63.pfm' to 'srv://192.168.210.2/SHM/warp_23925_63.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,22:13:51.713,error,transferring file from 'SHM/warp_23931_69.pfm' to 'srv://192.168.210.2/SHM/warp_23931_69.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,22:13:52.672,error,transferring file from 'SHM/warp_24180_85.pfm' to 'srv://192.168.210.2/SHM/warp_24180_85.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,22:13:52.672,error,transferring file from 'SHM/warp_24178_79.pfm' to 'srv://192.168.210.2/SHM/warp_24178_79.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,22:13:52.685,error,transferring file from 'SHM/warp_24698_94.pfm' to 'srv://192.168.210.2/SHM/warp_24698_94.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sat 11.Oct. ,22:13:52.685,error,transferring file from 'SHM/warp_24700_96.pfm' to 'srv://192.168.210.2/SHM/warp_24700_96.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sun 12.Oct. ,02:11:34.674,error,transferring file from 'SHM/warp_23095_47.pfm' to 'srv://192.168.210.2/SHM/warp_23095_47.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sun 12.Oct. ,02:11:36.932,error,transferring file from 'SHM/warp_26462_82.pfm' to 'srv://192.168.210.2/SHM/warp_26462_82.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sun 12.Oct. ,02:11:36.932,error,transferring file from 'SHM/warp_26532_84.pfm' to 'srv://192.168.210.2/SHM/warp_26532_84.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sun 12.Oct. ,02:14:32.061,error,transferring file from 'SHM/warp_26574_89.pfm' to 'srv://192.168.210.2/SHM/warp_26574_89.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sun 12.Oct. ,02:14:32.061,error,transferring file from 'SHM/warp_26576_91.pfm' to 'srv://192.168.210.2/SHM/warp_26576_91.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sun 12.Oct. ,02:14:33.329,error,transferring file from 'SHM/warp_27206_107.pfm' to 'srv://192.168.210.2/SHM/warp_27206_107.pfm' failed: copying failed (Receiver: received error signal),
