Logfilename,Datum,Zeit,Severity,Type/Source,Description
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:27.988,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP5_SKIE_A_5760X1416_202510021510.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP5_SKIE_A_5760X1416_202510021510.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:27.993,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP1_SKIE_B_5760X1416_202510021514.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP1_SKIE_B_5760X1416_202510021514.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:27.995,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP2_SKIE_B_5760X1416_202510021514.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP2_SKIE_B_5760X1416_202510021514.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:27.997,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP3_SKIE_B_5476X1416_202510021514.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP3_SKIE_B_5476X1416_202510021514.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:28.000,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP4_SKIE_B_5760X1416_202510021514.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP4_SKIE_B_5760X1416_202510021514.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:28.002,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP5_SKIE_B_5760X1416_202510021514.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP5_SKIE_B_5760X1416_202510021514.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:28.009,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP1_TOWN_5760x1416_202510021426.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP1_TOWN_5760x1416_202510021426.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:28.012,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP2_TOWN_5760x1416_202510021426.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP2_TOWN_5760x1416_202510021426.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:28.014,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP3_TOWN_5476x1416_202510021426.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP3_TOWN_5476x1416_202510021426.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:28.017,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP4_TOWN_5760x1416_202510021426.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP4_TOWN_5760x1416_202510021426.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:28.019,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP5_TOWN_5760x1416_202510021426.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP5_TOWN_5760x1416_202510021426.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:41.398,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP5_LHUB_5760x1416_202509301622.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP5_LHUB_5760x1416_202509301622.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:53.505,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP6_SKIE_A_5476X1416_202510021510.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP6_SKIE_A_5476X1416_202510021510.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:53.505,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP6_SKIE_B_5476X1416_202510021514.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP6_SKIE_B_5476X1416_202510021514.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,08:42:53.505,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP6_TOWN_5476x1416_202510021426.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP6_TOWN_5476x1416_202510021426.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:08:11.602,error,7x 'End of file',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:08:41.323,error,The file handle supplied is not valid.,
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:09:11.658,error,6x 'End of file',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.634,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\FOLI\GH_DP3_FOLI_5476x1416_202510021403.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\FOLI\GH_DP3_FOLI_5476x1416_202510021403.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.634,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\FOLI\GH_DP5_FOLI_5760x1416_202510030832.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\FOLI\GH_DP5_FOLI_5760x1416_202510030832.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.635,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\FOLI\GH_DP6_FOLI_5476x1416_202510030832.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\FOLI\GH_DP6_FOLI_5476x1416_202510030832.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.636,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP1_LHUB_5760x1416_202509301622.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP1_LHUB_5760x1416_202509301622.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.636,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP2_LHUB_5760x1416_202509301622.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP2_LHUB_5760x1416_202509301622.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.637,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP3_LHUB_5476x1416_202509301622.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP3_LHUB_5476x1416_202509301622.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.638,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP4_LHUB_5760x1416_202509301622.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP4_LHUB_5760x1416_202509301622.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.639,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP2_BLUE_A_5760x1416_202510011624.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP2_BLUE_A_5760x1416_202510011624.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.640,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP3_BLUE_A_5476x1416_202510011624.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP3_BLUE_A_5476x1416_202510011624.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.641,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP4_BLUE_A_5760x1416_202510011624.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP4_BLUE_A_5760x1416_202510011624.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.641,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP5_BLUE_A_5760x1416_202510011624.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP5_BLUE_A_5760x1416_202510011624.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.642,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP6_BLUE_A_5476x1416_202510011624.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP6_BLUE_A_5476x1416_202510011624.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.642,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP1_SKIE_A_5760X1416_202510021510.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP1_SKIE_A_5760X1416_202510021510.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.643,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP2_SKIE_A_5760X1416_202510021510.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP2_SKIE_A_5760X1416_202510021510.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:17:56.644,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP3_SKIE_A_5476X1416_202510021510.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP3_SKIE_A_5476X1416_202510021510.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:18:49.374,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP6_LHUB_5476x1416_202509301622.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP6_LHUB_5476x1416_202509301622.mov' failed: copying failed (LocalHost: unable to init copy request),
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:37:38.545,error,8x 'End of file',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,14:39:38.658,error,2x 'End of file',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,15:00:58.890,error,3x 'The I/O operation has been aborted because of either a thread exit or an application request.',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,15:37:58.694,error,7x 'The I/O operation has been aborted because of either a thread exit or an application request.',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,17:09:47.232,error,5x 'An existing connection was forcibly closed by the remote host.',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sat 04.Oct. ,17:26:49.190,error,5x 'The I/O operation has been aborted because of either a thread exit or an application request.',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sun 05.Oct. ,07:44:24.556,error,6x 'An existing connection was forcibly closed by the remote host.',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sun 05.Oct. ,07:45:24.611,error,2x 'An existing connection was forcibly closed by the remote host.',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sun 05.Oct. ,11:26:37.108,error,3x 'End of file',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Sun 05.Oct. ,18:41:50.870,error,9x 'The I/O operation has been aborted because of either a thread exit or an application request.',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Mon 06.Oct. ,16:30:36.891,error,8x 'The I/O operation has been aborted because of either a thread exit or an application request.',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Mon 06.Oct. ,19:39:33.103,error,4x 'The I/O operation has been aborted because of either a thread exit or an application request.',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Tue 07.Oct. ,08:42:18.699,error,4x 'An existing connection was forcibly closed by the remote host.',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Tue 07.Oct. ,10:21:22.287,error,11x 'An existing connection was forcibly closed by the remote host.',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Tue 07.Oct. ,10:30:14.826,error,2x 'The I/O operation has been aborted because of either a thread exit or an application request.',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Tue 07.Oct. ,10:53:08.034,error,14x 'End of file',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Tue 07.Oct. ,10:54:08.212,error,15x 'End of file',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Tue 07.Oct. ,10:59:30.494,error,6x 'The I/O operation has been aborted because of either a thread exit or an application request.',
D:\Unconfirmed 536085 - Copy\PX4-26536-DIR-01\rx_logs\utility-27110-1.log,Tue 07.Oct. ,11:11:41.862,error,7x 'An existing connection was forcibly closed by the remote host.',
